Fault Tree,Recursive algorithm 2 height,time (ns),Cut set algorithm height,time (ns),Path set algorithm height (ns),time,Random binary decision tree algorithm height,time (ns)
"AircraftRunwayExcursionAccidents","10.99901496253146","46547900","15.998337285312116","67822400","6.00870683944917","23374100","19.00259097372086","64139400""MainTrackTrainCollisionsLeadingToFatalitiesAndInjuries","7.958300292401121","1437300","7.958300292401119","518000","7.958300292401119","861500","7.970681957897028","117600""ATCFailsToResolveTheConflict","14.110127896877344","2194500","14.089044676433774","4890300","14.097892186491618","6916900","17.919274578227753","564800""LiquidStorageTank","11.093300137672308","1569400","9.944521212741575","896800","9.944521212741575","744800","14.172514056588863","159900""LossContainerAtPort","17.08993305767362","1807200","16.413608767205332","2303100","16.413593170017002","1633600","24.28378985263178","289300"
